Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Microelectronics Packaging—An Overview;Microelectronics Packaging Handbook;;;;10.1007/978-1-4615-6037-1_1;Eugene J. RymaszewskiRao R. TummalaToshihiko Watari;1997;http://link.springer.com/chapter/10.1007/978-1-4615-6037-1_1;Chapter;"Microelectronics Packaging—An Overview,""Microelectronics Packaging Handbook"","""","""","""",""10.1007/978-1-4615-6037-1_1"",""Eugene J. RymaszewskiRao R. TummalaToshihiko Watari"",""1997"",""http://link.springer.com/chapter/10.1007/978-1-4615-6037-1_1"",""Chapter"""
Match-on-Card for Secure and Scalable Biometric Authentication;Advances in Biometrics;;;;10.1007/978-1-84628-921-7_21;Christer Bergman;2008;http://link.springer.com/chapter/10.1007/978-1-84628-921-7_21;Chapter;"Match-on-Card for Secure and Scalable Biometric Authentication,""Advances in Biometrics"","""","""","""",""10.1007/978-1-84628-921-7_21"",""Christer Bergman"",""2008"",""http://link.springer.com/chapter/10.1007/978-1-84628-921-7_21"",""Chapter"""
Mathematical Preliminaries;Self-Organizing Maps;;;;10.1007/978-3-642-97966-8_1;Professor Teuvo Kohonen;1997;http://link.springer.com/chapter/10.1007/978-3-642-97966-8_1;Chapter;"Mathematical Preliminaries,""Self-Organizing Maps"","""","""","""",""10.1007/978-3-642-97966-8_1"",""Professor Teuvo Kohonen"",""1997"",""http://link.springer.com/chapter/10.1007/978-3-642-97966-8_1"",""Chapter"""
A Parallel Krylov-Type Method for Nonsymmetric Linear Systems;High Performance Computing — HiPC 2001;;;;10.1007/3-540-45307-5_10;Anthony T. ChronopoulosAndrey B. Kucherov;2001;http://link.springer.com/chapter/10.1007/3-540-45307-5_10;Chapter;"A Parallel Krylov-Type Method for Nonsymmetric Linear Systems,""High Performance Computing — HiPC 2001"","""","""","""",""10.1007/3-540-45307-5_10"",""Anthony T. ChronopoulosAndrey B. Kucherov"",""2001"",""http://link.springer.com/chapter/10.1007/3-540-45307-5_10"",""Chapter"""
Image Compression;Data Compression;;;;10.1007/978-1-84628-603-2_5;;2007;http://link.springer.com/chapter/10.1007/978-1-84628-603-2_5;Chapter;"Image Compression,""Data Compression"","""","""","""",""10.1007/978-1-84628-603-2_5"","""",""2007"",""http://link.springer.com/chapter/10.1007/978-1-84628-603-2_5"",""Chapter"""
An efficient approach to an automatic detection of erythemato-squamous diseases;Neural Computing and Applications;;25;1;10.1007/s00521-013-1452-5;K. S. RavichandranBadrinath NarayanamurthyGopinath GanapathySri RavalliJaladhanki Sindhura;2014;http://link.springer.com/article/10.1007/s00521-013-1452-5;Article;"An efficient approach to an automatic detection of erythemato-squamous diseases,""Neural Computing and Applications"","""",""25"",""1"",""10.1007/s00521-013-1452-5"",""K. S. RavichandranBadrinath NarayanamurthyGopinath GanapathySri RavalliJaladhanki Sindhura"",""2014"",""http://link.springer.com/article/10.1007/s00521-013-1452-5"",""Article"""
Instant and Incremental QVT Transformation for Runtime Models;Model Driven Engineering Languages and Systems;;;;10.1007/978-3-642-24485-8_20;Hui SongGang HuangFranck ChauvelWei ZhangYanchun SunWeizhong ShaoHong Mei;2011;http://link.springer.com/chapter/10.1007/978-3-642-24485-8_20;Chapter;"Instant and Incremental QVT Transformation for Runtime Models,""Model Driven Engineering Languages and Systems"","""","""","""",""10.1007/978-3-642-24485-8_20"",""Hui SongGang HuangFranck ChauvelWei ZhangYanchun SunWeizhong ShaoHong Mei"",""2011"",""http://link.springer.com/chapter/10.1007/978-3-642-24485-8_20"",""Chapter"""
JCoBox: Generalizing Active Objects to Concurrent Components;ECOOP 2010 – Object-Oriented Programming;;;;10.1007/978-3-642-14107-2_13;Jan SchäferArnd Poetzsch-Heffter;2010;http://link.springer.com/chapter/10.1007/978-3-642-14107-2_13;Chapter;"JCoBox: Generalizing Active Objects to Concurrent Components,""ECOOP 2010 – Object-Oriented Programming"","""","""","""",""10.1007/978-3-642-14107-2_13"",""Jan SchäferArnd Poetzsch-Heffter"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-14107-2_13"",""Chapter"""
Intelligent Fault-Tolerant Web Caching Service on Application Level Active Networks;Computational Science and Its Applications — ICCSA 2003;;;;10.1007/3-540-44839-X_16;Sungjune HongKeecheon KimSunyoung Han;2003;http://link.springer.com/chapter/10.1007/3-540-44839-X_16;Chapter;"Intelligent Fault-Tolerant Web Caching Service on Application Level Active Networks,""Computational Science and Its Applications — ICCSA 2003"","""","""","""",""10.1007/3-540-44839-X_16"",""Sungjune HongKeecheon KimSunyoung Han"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-44839-X_16"",""Chapter"""
Context-Aware Staged Configuration of Process Variants@Runtime;Advanced Information Systems Engineering;;;;10.1007/978-3-319-07881-6_17;Aitor MurguzurXabier De CarlosSalvador TrujilloGoiuria Sagardui;2014;http://link.springer.com/chapter/10.1007/978-3-319-07881-6_17;Chapter;"Context-Aware Staged Configuration of Process Variants@Runtime,""Advanced Information Systems Engineering"","""","""","""",""10.1007/978-3-319-07881-6_17"",""Aitor MurguzurXabier De CarlosSalvador TrujilloGoiuria Sagardui"",""2014"",""http://link.springer.com/chapter/10.1007/978-3-319-07881-6_17"",""Chapter"""
Image Compression;Data Compression;;;;10.1007/0-387-21832-7_5;;2004;http://link.springer.com/chapter/10.1007/0-387-21832-7_5;Chapter;"Image Compression,""Data Compression"","""","""","""",""10.1007/0-387-21832-7_5"","""",""2004"",""http://link.springer.com/chapter/10.1007/0-387-21832-7_5"",""Chapter"""
BioPubMiner: Machine Learning Component-Based Biomedical Information Analysis Platform;Intelligent Information Technology;;;;10.1007/978-3-540-30561-3_2;Jae-Hong EomByoung-Tak Zhang;2005;http://link.springer.com/chapter/10.1007/978-3-540-30561-3_2;Chapter;"BioPubMiner: Machine Learning Component-Based Biomedical Information Analysis Platform,""Intelligent Information Technology"","""","""","""",""10.1007/978-3-540-30561-3_2"",""Jae-Hong EomByoung-Tak Zhang"",""2005"",""http://link.springer.com/chapter/10.1007/978-3-540-30561-3_2"",""Chapter"""
Building effective mutual exclusion services for grids;The Journal of Supercomputing;;49;1;10.1007/s11227-008-0235-8;Julien SopenaLuciana ArantesFabrice Legond-AubryPierre Sens;2009;http://link.springer.com/article/10.1007/s11227-008-0235-8;Article;"Building effective mutual exclusion services for grids,""The Journal of Supercomputing"","""",""49"",""1"",""10.1007/s11227-008-0235-8"",""Julien SopenaLuciana ArantesFabrice Legond-AubryPierre Sens"",""2009"",""http://link.springer.com/article/10.1007/s11227-008-0235-8"",""Article"""
Modeling and Characterization of Leakage Inductances for Transformer Winding Fault Studies;Technological Innovation for the Internet of Things;;;;10.1007/978-3-642-37291-9_45;Luís M. R. OliveiraA. J. Marques Cardoso;2013;http://link.springer.com/chapter/10.1007/978-3-642-37291-9_45;Chapter;"Modeling and Characterization of Leakage Inductances for Transformer Winding Fault Studies,""Technological Innovation for the Internet of Things"","""","""","""",""10.1007/978-3-642-37291-9_45"",""Luís M. R. OliveiraA. J. Marques Cardoso"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-37291-9_45"",""Chapter"""
An Agent Based Pervasive Healthcare System: A First Scalability Study;Electronic Healthcare;;;;10.1007/978-3-642-29262-0_19;Johannes KrampfStefano BromuriMichael SchumacherJuan Ruiz;2012;http://link.springer.com/chapter/10.1007/978-3-642-29262-0_19;Chapter;"An Agent Based Pervasive Healthcare System: A First Scalability Study,""Electronic Healthcare"","""","""","""",""10.1007/978-3-642-29262-0_19"",""Johannes KrampfStefano BromuriMichael SchumacherJuan Ruiz"",""2012"",""http://link.springer.com/chapter/10.1007/978-3-642-29262-0_19"",""Chapter"""
Simulation Models;Virtual Clothing;;;;10.1007/978-3-642-57278-4_2;Pascal VolinoNadia Magnenat-Thalmann;2000;http://link.springer.com/chapter/10.1007/978-3-642-57278-4_2;Chapter;"Simulation Models,""Virtual Clothing"","""","""","""",""10.1007/978-3-642-57278-4_2"",""Pascal VolinoNadia Magnenat-Thalmann"",""2000"",""http://link.springer.com/chapter/10.1007/978-3-642-57278-4_2"",""Chapter"""
Performance Measurement of a Private Cloud in the OpenCirrusTM Testbed;Euro-Par 2009 – Parallel Processing Workshops;;;;10.1007/978-3-642-14122-5_49;Christian BaunMarcel Kunze;2010;http://link.springer.com/chapter/10.1007/978-3-642-14122-5_49;Chapter;"Performance Measurement of a Private Cloud in the OpenCirrusTM Testbed,""Euro-Par 2009 – Parallel Processing Workshops"","""","""","""",""10.1007/978-3-642-14122-5_49"",""Christian BaunMarcel Kunze"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-14122-5_49"",""Chapter"""
Introduction to Human-Centered Visualization Environments;Human-Centered Visualization Environments;;;;10.1007/978-3-540-71949-6_1;Andreas KerrenAchim EbertJörg Meyer;2007;http://link.springer.com/chapter/10.1007/978-3-540-71949-6_1;Chapter;"Introduction to Human-Centered Visualization Environments,""Human-Centered Visualization Environments"","""","""","""",""10.1007/978-3-540-71949-6_1"",""Andreas KerrenAchim EbertJörg Meyer"",""2007"",""http://link.springer.com/chapter/10.1007/978-3-540-71949-6_1"",""Chapter"""
A Grid-enabled CPU Scavenging Architecture and a Case Study of its Use in the Greek School Network;Journal of Grid Computing;;8;1;10.1007/s10723-009-9143-2;Fotis GeorgatosVasileios GkamasAristeidis IliasGiannis KouretisEmmanouel Varvarigos;2010;http://link.springer.com/article/10.1007/s10723-009-9143-2;Article;"A Grid-enabled CPU Scavenging Architecture and a Case Study of its Use in the Greek School Network,""Journal of Grid Computing"","""",""8"",""1"",""10.1007/s10723-009-9143-2"",""Fotis GeorgatosVasileios GkamasAristeidis IliasGiannis KouretisEmmanouel Varvarigos"",""2010"",""http://link.springer.com/article/10.1007/s10723-009-9143-2"",""Article"""
MPEG-7 Standardisation of the Curvature Scale Space Shape Descriptor;Curvature Scale Space Representation: Theory, Applications, and MPEG-7 Standardization;;;;10.1007/978-94-017-0343-7_6;Farzin MokhtarianMiroslaw Bober;2003;http://link.springer.com/chapter/10.1007/978-94-017-0343-7_6;Chapter;"MPEG-7 Standardisation of the Curvature Scale Space Shape Descriptor,""Curvature Scale Space Representation: Theory, Applications, and MPEG-7 Standardization"","""","""","""",""10.1007/978-94-017-0343-7_6"",""Farzin MokhtarianMiroslaw Bober"",""2003"",""http://link.springer.com/chapter/10.1007/978-94-017-0343-7_6"",""Chapter"""
Evolution of Self-organised Path Formation in a Swarm of Robots;Swarm Intelligence;;;;10.1007/978-3-642-15461-4_14;Valerio SperatiVito TrianniStefano Nolfi;2010;http://link.springer.com/chapter/10.1007/978-3-642-15461-4_14;Chapter;"Evolution of Self-organised Path Formation in a Swarm of Robots,""Swarm Intelligence"","""","""","""",""10.1007/978-3-642-15461-4_14"",""Valerio SperatiVito TrianniStefano Nolfi"",""2010"",""http://link.springer.com/chapter/10.1007/978-3-642-15461-4_14"",""Chapter"""
Select;SQL Server 2008 Transact-SQL Recipes;;;;10.1007/978-1-4302-0625-5_1;;2008;http://link.springer.com/chapter/10.1007/978-1-4302-0625-5_1;Chapter;"Select,""SQL Server 2008 Transact-SQL Recipes"","""","""","""",""10.1007/978-1-4302-0625-5_1"","""",""2008"",""http://link.springer.com/chapter/10.1007/978-1-4302-0625-5_1"",""Chapter"""
A P2P Network for Multimedia Content Sharing Using Android-Based Mobile Devices;Communication in Critical Embedded Systems;;;;10.1007/978-3-319-61403-8_6;Mario M. TeixeiraFelipe A. O. MachadoAdriano V. Pinto;2017;http://link.springer.com/chapter/10.1007/978-3-319-61403-8_6;Chapter;"A P2P Network for Multimedia Content Sharing Using Android-Based Mobile Devices,""Communication in Critical Embedded Systems"","""","""","""",""10.1007/978-3-319-61403-8_6"",""Mario M. TeixeiraFelipe A. O. MachadoAdriano V. Pinto"",""2017"",""http://link.springer.com/chapter/10.1007/978-3-319-61403-8_6"",""Chapter"""
Integrating Web Services into Active Mathematical Documents;Intelligent Computer Mathematics;;;;10.1007/978-3-642-02614-0_24;Jana GicevaChristoph LangeFlorian Rabe;2009;http://link.springer.com/chapter/10.1007/978-3-642-02614-0_24;Chapter;"Integrating Web Services into Active Mathematical Documents,""Intelligent Computer Mathematics"","""","""","""",""10.1007/978-3-642-02614-0_24"",""Jana GicevaChristoph LangeFlorian Rabe"",""2009"",""http://link.springer.com/chapter/10.1007/978-3-642-02614-0_24"",""Chapter"""
A Design Pattern for Component Oriented Development of Agent Based Multithreaded Applications;Euro-Par 2008 – Parallel Processing;;;;10.1007/978-3-540-85451-7_76;A. L. RodríguezP. E. López-de-TeruelA. RuizG. García-MateosL. Fernóndez;2008;http://link.springer.com/chapter/10.1007/978-3-540-85451-7_76;Chapter;"A Design Pattern for Component Oriented Development of Agent Based Multithreaded Applications,""Euro-Par 2008 – Parallel Processing"","""","""","""",""10.1007/978-3-540-85451-7_76"",""A. L. RodríguezP. E. López-de-TeruelA. RuizG. García-MateosL. Fernóndez"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-85451-7_76"",""Chapter"""
Language Specifics;Maximizing .NET Performance;;;;10.1007/978-1-4302-0784-9_6;Nick Wienholt;2004;http://link.springer.com/chapter/10.1007/978-1-4302-0784-9_6;Chapter;"Language Specifics,""Maximizing .NET Performance"","""","""","""",""10.1007/978-1-4302-0784-9_6"",""Nick Wienholt"",""2004"",""http://link.springer.com/chapter/10.1007/978-1-4302-0784-9_6"",""Chapter"""
Signature Generation and Detection of Malware Families;Information Security and Privacy;;;;10.1007/978-3-540-70500-0_25;V. Sai SathyanarayanPankaj KohliBezawada Bruhadeshwar;2008;http://link.springer.com/chapter/10.1007/978-3-540-70500-0_25;Chapter;"Signature Generation and Detection of Malware Families,""Information Security and Privacy"","""","""","""",""10.1007/978-3-540-70500-0_25"",""V. Sai SathyanarayanPankaj KohliBezawada Bruhadeshwar"",""2008"",""http://link.springer.com/chapter/10.1007/978-3-540-70500-0_25"",""Chapter"""
Designing Linear Algebra Algorithms by Transformation: Mechanizing the Expert Developer;High Performance Computing for Computational Science - VECPAR 2012;;;;10.1007/978-3-642-38718-0_34;Bryan MarkerJack PoulsonDon BatoryRobert van de Geijn;2013;http://link.springer.com/chapter/10.1007/978-3-642-38718-0_34;Chapter;"Designing Linear Algebra Algorithms by Transformation: Mechanizing the Expert Developer,""High Performance Computing for Computational Science - VECPAR 2012"","""","""","""",""10.1007/978-3-642-38718-0_34"",""Bryan MarkerJack PoulsonDon BatoryRobert van de Geijn"",""2013"",""http://link.springer.com/chapter/10.1007/978-3-642-38718-0_34"",""Chapter"""
ToCL: A Thread Oriented Communication Library to Interface VIA and GM Protocols;Computational Science — ICCS 2003;;;;10.1007/3-540-44862-4_110;Albano AlvesAntónio PinaJosé ExpostoJosé Rufino;2003;http://link.springer.com/chapter/10.1007/3-540-44862-4_110;Chapter;"ToCL: A Thread Oriented Communication Library to Interface VIA and GM Protocols,""Computational Science — ICCS 2003"","""","""","""",""10.1007/3-540-44862-4_110"",""Albano AlvesAntónio PinaJosé ExpostoJosé Rufino"",""2003"",""http://link.springer.com/chapter/10.1007/3-540-44862-4_110"",""Chapter"""
Implementing a Declarative String Query Language with String Restructuring;Practical Aspects of Declarative Languages;;;;10.1007/3-540-49201-1_13;Raul HakliMatti NykänenHellis TammEsko Ukkonen;1998;http://link.springer.com/chapter/10.1007/3-540-49201-1_13;Chapter;"Implementing a Declarative String Query Language with String Restructuring,""Practical Aspects of Declarative Languages"","""","""","""",""10.1007/3-540-49201-1_13"",""Raul HakliMatti NykänenHellis TammEsko Ukkonen"",""1998"",""http://link.springer.com/chapter/10.1007/3-540-49201-1_13"",""Chapter"""
Approximate string matching: Investigations with a hardware string comparator;Pattern Recognition;;;;10.1007/3-540-19036-8_54;O. OwolabiJ. D. Ferguson;1988;http://link.springer.com/chapter/10.1007/3-540-19036-8_54;Chapter;"Approximate string matching: Investigations with a hardware string comparator,""Pattern Recognition"","""","""","""",""10.1007/3-540-19036-8_54"",""O. OwolabiJ. D. Ferguson"",""1988"",""http://link.springer.com/chapter/10.1007/3-540-19036-8_54"",""Chapter"""
A Model for Designing and Implementing Parallel Applications Using Extensible Architectural Skeletons;Parallel Computing Technologies;;;;10.1007/11535294_32;Mohammad Mursalin AkonDhrubajyoti GoswamiHon Fung Li;2005;http://link.springer.com/chapter/10.1007/11535294_32;Chapter;"A Model for Designing and Implementing Parallel Applications Using Extensible Architectural Skeletons,""Parallel Computing Technologies"","""","""","""",""10.1007/11535294_32"",""Mohammad Mursalin AkonDhrubajyoti GoswamiHon Fung Li"",""2005"",""http://link.springer.com/chapter/10.1007/11535294_32"",""Chapter"""
